gene	logFC
RPL23AP64	-0.217167437
SNX21	-0.143276185
KRTAP6-3	0.213681946
RASGRP3	0.236390461
FAHD2A	-0.107965643
SCD	0.203714581
C4orf37	-0.18715918
LOC652586	0.190142809
ZNF416	-0.204044986
LOC100506173	0.261687221
ARMC10	-0.114726343
C11orf34	0.271542232
GMPS	-0.09210671
RALA	-0.17581849
THOC7	-0.100714364
NSMAF	-0.099749713
PDE7A	-0.241178949
DLX1	0.216328471
ANAPC13	-0.119993428
EPHX4	0.320144954
NHSL1	-0.219844171
SELP	0.261489751
OR2F1	0.304978006
BRF2	-0.143784141
GOLT1B	-0.132610077
ZP2	0.22339399
ZNF829	-0.304694239
SIX1	-0.330311153
HCN4	-0.168558323
NDE1	-0.10779194
ZKSCAN5	-0.198974556
PLCG2	0.09327016
LMCD1	0.398883134
SACM1L	-0.135001193
OLIG3	0.226247756
OR4F4	0.182752771
TMEM189	0.093053497
HNRNPA1	-0.108729789
DAZAP2	-0.11162487
FADS3	0.196272318
C10orf112	0.144382569
LOC100131608	0.209550594
KLHDC4	0.168318613
UFSP1	0.200402142
SEC24D	0.134026498
TMEM194A	-0.147154441
F2RL3	0.166297358
FUT9	0.134114305
UNC5D	0.218401909
GRAMD3	-0.248136368
KRT222	0.202618375
C6orf106	-0.139829211
LOC100127994	-0.327249397
EFCAB10	-0.330488953
RRP1B	-0.169356524
PLAC8L1	-0.200881161
LOC100132005	0.208030864
CHAD	-0.204650937
KCNMB4	0.255522924
LOC200609	0.26116657
HYOU1	0.197092835
SNORD17	0.298066335
SGK2	0.309196822
OR2T5	-0.165059395
FAM184B	-0.221587069
SCUBE3	0.266077778
TMTC3	-0.213107668
ZNF705A	0.240137163
OR5I1	-0.228165657
TLE1	0.151850803
MDC1	-0.138031814
TRIM55	0.32074746
CHAC2	-0.193482065
WDR64	-0.201016623
IL26	0.249930611
OR14C36	0.289932419
PLXDC1	-0.409289375
BLNK	-0.170347481
LOC643923	-0.095428078
TUB	-0.207553948
SDHC	-0.094761536
NEK5	0.225472716
FLOT1	0.169613385
ZNF205	0.344584829
ZNF296	-0.177328922
RIBC2	-0.269035152
TRIP13	0.218422822
FA2H	0.29831386
FAM123B	-0.215370385
FLJ44635	-0.149428097
GDPD5	-0.206294747
INTS1	-0.117386904
MAB21L1	0.180928727
CHRNA1	0.241554802
SAA3P	0.188674575
C12orf23	-0.184729156
TOB1	0.146388274
C10orf140	0.162513027
TTL	-0.120892068
MTVR2	-0.199759716
PDE6A	-0.263062891
KCTD17	0.16875186
RNF213	-0.153026391
SNORA78	0.21438351
HEPH	0.313445405
CCND2	-0.297341831
ADAM28	0.310612592
ALDH1A3	0.286577235
ADAMTS10	-0.279332345
SCGB1C1	0.223371129
LOC100271836	0.192076964
LRRC15	0.124518139
FLJ11292	-0.221812289
STK38L	-0.224701045
IGLON5	0.186969293
SMPD4	-0.102578107
UBXN2B	-0.139387801
LOC100131829	0.26423847
GRIP1	0.206506573
SLC6A12	-0.141187942
GIF	0.198784182
ODF3L2	0.263206069
CATSPER2	-0.173117856
UBIAD1	0.152631957
HACL1	-0.153684309
OR1Q1	-0.134957269
IFNA21	0.201145352
LOXHD1	0.265043561
ABL1	-0.146983234
TBCE	-0.122394755
C11orf36	0.319098119
CYP26B1	0.200823887
C1orf141	0.272146103
TRAF6	-0.137342577
SPATA5L1	-0.144089969
LOC400654	-0.098767204
SDK2	0.293049909
NPPC	0.252265541
DIP2C	-0.298130365
LIPI	0.289716014
C5orf13	0.173021778
HUNK	-0.205803209
FOXI1	0.255171002
GTF2E1	-0.123362532
TTTY6	0.209397685
LOC644961	0.107504509
RILP	-0.116996608
ACTBL2	0.198687941
C14orf93	-0.104492068
NPY6R	0.248409141
ZNF93	-0.20156182
NDUFA8	-0.10317687
HSPA1A	-0.125575497
C15orf43	-0.122375474
PAXIP1	-0.118118586
ABCA5	-0.278525651
IFLTD1	0.194313083
CNN2	-0.196195132
RPS26	-0.168286735
LONRF1	0.195003897
ATF7	-0.172068835
DUX3	0.253091515
MED23	-0.196492923
HTN3	-0.113097436
LOC100129048	0.263807849
CEP135	-0.182008954
TLR4	-0.136911252
MRPL36	0.085982107
OR2T4	0.35785484
TAF3	-0.159453988
PVRL1	0.283767105
LOC401098	0.135108
PAX5	0.285433396
BAAT	-0.176392272
LOC728342	0.227176207
ALS2CR12	0.197773326
PDZD8	-0.230658652
LOC151657	-0.28314088
LOC100289178	-0.154740937
ADAM7	0.289529606
LOC157627	0.336473492
PCDH20	-0.17487379
FAM47C	0.259805238
RORB	0.197170152
HOTAIR	0.201675642
EHMT2	-0.145958745
LOC100128075	0.201148559
CCBE1	-0.187740477
TSPAN15	-0.27646811
PSD2	-0.17082659
PRAMEL	0.206006291
LOC158435	0.133790105
TMED3	0.103659682
WDR5B	-0.266864963
GUCY1B2	-0.226336055
POLH	-0.243757569
GRPEL1	0.124928099
CBX3	-0.108091298
SRP54	-0.096390474
CCDC148	-0.179382019
LOC642361	-0.115881177
COX7A2	0.112376013
TCF4	0.154412165
TMX4	-0.094895701
PCBP3	-0.200305734
FAM55D	0.359792226
SCMH1	-0.200187389
CASP9	0.102362231
MS4A10	-0.163793206
RNF7	0.090842269
APOL4	0.248383923
ZNF124	-0.173566821
BTBD19	0.307692514
DCPS	-0.113822976
RRM1	0.145824535
ATP6V0A4	0.34417091
ATXN7L2	0.209856032
MEGF11	0.195248315
LOC283352	0.145300401
HOXC5	0.190020335
C1QBP	0.080098198
AQP11	-0.294478682
TRPC6	0.183781355
ADRA1B	-0.146695185
LOC100129744	0.257682263
OR10G4	-0.244607973
MYD88	-0.124238098
LOC100129171	-0.173397761
C6orf126	0.222219073
C6orf222	0.142249274
TFF2	-0.236339928
RPL15	-0.114975518
TSG1	0.240955859
CNGA2	0.239949344
C12orf24	0.216348799
ZNF429	-0.175150572
TJP2	0.163363605
FHDC1	-0.12631799
CTCF	-0.151791474
ARL5A	-0.149815953
LOC284950	0.115684881
TMEM91	0.138996928
CCDC27	0.399792841
UGT3A1	0.208353636
C17orf81	-0.122569037
EBF3	0.125847951
P2RX1	-0.204281488
BRI3	-0.10733933
TMEM72	-0.225863889
KRT37	-0.216946888
RASSF7	-0.151216867
ATP5B	0.127332078
LOC100132612	0.150014304
STAT4	-0.315917509
RBPJL	0.26270039
SMU1	-0.112349236
SNORA60	0.293266224
C12orf47	-0.127255848
OR10H5	0.250823578
C6orf141	0.198432447
HAUS1	-0.107292167
FRMD8	-0.15070938
ERO1LB	-0.271914473
LOC348761	0.140837529
LOC284632	0.4178052
SCG3	-0.200642489
DAPK2	0.331722752
LOC729870	0.244108882
DKFZp686D0853	-0.100474254
RAB33A	-0.293120836
ZBTB48	0.203482075
TMEM220	-0.124545622
ABCC9	0.215078358
ICOSLG	0.166574871
CHAF1B	0.160131582
PLTP	0.277652648
GALT	-0.167779213
LRRC3	0.165660426
SPANXN3	0.279449347
OR6N1	-0.241107997
GH1	0.327122002
PCDHA3	0.209098123
BRIP1	0.319306544
ARL6IP1	-0.127207649
TRPT1	-0.094004248
LRRK1	-0.133411094
C10orf105	-0.258577315
DUS1L	-0.082322594
TCF19	0.23189718
HIVEP3	-0.219075881
MED18	-0.168440914
LRRIQ1	-0.266385196
ATRIP	-0.211746523
VPS33B	-0.138988695
GLUD1	0.103505843
LOC100130913	0.232647418
GTF3C1	-0.229853601
RPS27A	-0.11502646
DNAJC5	0.097449547
EFHA2	-0.235490402
RBP7	0.155689469
ANKRD27	-0.122007701
KCNA7	0.207969243
MYH2	0.245711926
MUSK	0.239782981
C10orf12	-0.157948039
NPB	0.318009478
RNF103	-0.09441883
FLJ30838	0.253652185
SPCS3	0.098521097
UMOD	0.1868559
AP3B1	-0.11630114
SHOC2	-0.150336792
RP1L1	0.214583814
TBC1D22B	-0.158727236
ATP6V0C	-0.142027009
TSKS	0.344196004
CELSR3	-0.22919941
ATG4B	0.209668123
FOXRED1	-0.234205097
KIAA1274	0.232550973
BCL9	-0.273113808
VSTM2L	0.33319899
DYNC1LI2	-0.251311889
RRAS	0.128583209
KRTAP5-7	-0.211058069
FOXD4	-0.250116256
ZNF192	-0.201890163
BRCC3	-0.140239032
CD3EAP	0.143736962
C5orf47	0.173996768
S100Z	0.264088503
TRIM61	-0.235299496
CSPP1	-0.250099932
OR5H1	0.242114458
CBS	0.354939328
PAQR9	0.253461607
PRODH	0.240063809
NSMCE4A	-0.099714028
SLC6A17	0.357920199
HMBOX1	-0.141122665
LOC389641	-0.137467177
MTDH	-0.111362145
ARSJ	0.112871103
MRPS6	-0.11738341
TBC1D29	0.236095123
GUSBP10	-0.244051497
RPL18	-0.113155963
TMEM179	0.298239306
CAMK4	-0.291165735
ANKRD52	-0.133540416
DPM1	-0.138362632
ACP1	-0.145342338
NACC1	-0.105225045
LOC100131298	0.296723139
HAGHL	0.275147536
OR1I1	0.234636074
FAM43B	0.150096913
LBR	0.141953007
PGF	0.216465826
C20orf94	-0.160680578
FMO1	0.29028817
CCDC134	0.164607982
PPAPDC2	-0.194367537
RNF135	-0.075730102
RPL7A	-0.100080836
UNQ6975	0.085066235
SEMA7A	0.26047726
C22orf31	0.214725351
TMEM60	-0.111814007
COMMD10	-0.100074602
SERPINB12	-0.131246059
MBD3L2	0.169576855
MLN	0.211406953
LOC400657	-0.240289455
PHYHIP	0.337796772
HIST1H4J	0.252695522
C16orf55	-0.170705336
LOC729739	0.172506599
PRAMEF20	0.155142751
CSF1R	0.118333759
MNS1	-0.302581007
FNDC7	0.221101964
TTTY16	0.214761407
NELF	-0.229367727
SOX10	-0.198569684
OTUD6B	-0.17602843
SLC10A3	0.132000948
PCDHA10	-0.131392447
TMEM48	0.126837886
ACER1	0.256732656
FAM176A	0.191385571
GK5	-0.218195364
FLJ44715	-0.217347971
ABO	0.333095577
FZD4	-0.261610502
OR4A16	0.139792939
IMP5	0.228920417
ZNF428	-0.096552855
FAM83G	-0.122141753
NUP50	-0.131938731
ACADL	0.127816023
SMAD7	-0.133576266
SLAMF6	-0.281226027
LARS	-0.159006053
FLT1	0.237535494
CDSN	-0.209862612
KBTBD2	-0.154008603
MEFV	0.226680878
ZC3H13	-0.198872843
LOC100127972	-0.162311405
RRAGC	-0.12931228
RFC5	-0.109490329
FLJ30901	-0.315073991
SNX11	0.096237322
WDR91	-0.123597007
OR2T10	0.143498745
TTC39B	-0.181567412
SUCLA2	-0.204049828
KRTAP10-1	-0.174426834
LOC200772	0.240763671
AARSD1	0.082726236
PLXNB3	-0.131866447
SYT15	-0.301149764
SLC17A5	-0.098468662
OR13C9	0.103640093
ROM1	0.212831785
SAT1	-0.13406436
EBF4	-0.197226831
NARF	-0.10150572
CCNB1IP1	-0.107714817
SSFA2	-0.105312681
ADAMTS6	-0.204320148
DRD2	0.341638977
LOC642826	0.162952523
IFITM2	0.220633684
CDR2	-0.20783283
AKD1	-0.233551183
BNC1	0.11128081
PABPC1L	-0.270379794
ZNF813	-0.132757839
LOC503519	0.31932194
MARK4	0.310882893
ARPC4	-0.117952876
GREM1	-0.262040343
TRIM42	0.294166118
MCHR2	-0.225573723
KRT72	0.143533935
NCKAP5	0.288054278
KATNAL1	-0.174499572
IFI30	0.106604019
OR5D18	0.259989715
HSD17B11	-0.120401265
CALM2	-0.121418818
CIZ1	0.102484892
LOC100128885	0.14548686
ZNF280D	0.233156046
CTH	-0.225299034
DNAH6	0.307586295
RCSD1	-0.223216406
RPL26	-0.107764129
PEG10	0.215600085
CCDC85A	-0.134332598
OR5B2	0.202079548
LSM5	0.117499764
BAHCC1	0.246354153
HARS	0.082390174
PACS1	-0.190255807
SAP130	-0.096614874
STH	0.140868732
PANK1	0.224205116
GABRR1	0.207493953
PCDHGC5	0.272042466
LOC284939	-0.211100255
YJEFN3	0.315279959
GPI	0.128368848
PITPNM2	0.156306844
C16orf62	0.117547476
AKR1B1	-0.128836001
PIKFYVE	-0.222598684
PLA2G6	0.145802356
BAIAP2L1	-0.275044143
CPN2	0.180912651
KIF13A	-0.200888633
PLD4	0.263039364
RMND5B	-0.119738119
GZMA	-0.38761776
ALDH9A1	0.121645197
FGFR2	0.226749698
CHN1	-0.152949131
BEND5	-0.187502327
STIP1	0.12567066
LOC730651	0.329791848
C17orf103	-0.207444634
TTC15	-0.091031468
GPNMB	-0.199185873
LOC100132831	-0.135608569
LPAR6	0.207406193
OR52B4	0.272584567
PAF1	0.089982202
DDRGK1	-0.119540493
BMP8A	-0.113198403
PEX13	-0.103134895
UBE2CBP	0.202472803
PHYHD1	0.160394959
MEIS1	0.352653085
PDILT	0.139754018
PCBD2	0.17513748
ADPRHL1	0.177635184
MIR155HG	-0.168399588
KIF18A	0.260539341
TOMM22	0.113301396
CLTA	0.103155794
MTCP1NB	0.08204349
KRBA2	-0.175628916
LOC284276	0.226497486
SSB	-0.136157769
LMNA	0.141316522
LOC253044	0.157352454
TRAK2	-0.117362996
SMARCA5	-0.159462839
C1orf43	0.106439755
OR8K3	0.133898315
HRNR	-0.081123085
APCDD1	-0.21322278
PRM2	0.24777109
CYP4Z2P	0.067345396
MAT2B	-0.151364702
OR8H3	0.171730963
KCNC2	0.250077906
TRIM68	-0.167519931
FAM110B	-0.213957524
PLBD2	0.192383966
KBTBD8	0.201594239
TAS1R2	0.21829198
TMEM132B	0.188100089
SIVA1	0.078703605
FAM84B	-0.307284901
WDR20	0.241728201
CYP4F22	-0.179614693
EMID2	0.25192378
LINGO4	0.191026006
FAM120B	-0.169384134
LOC643441	0.185628968
LOC100131372	0.162248759
SGK494	0.241327851
ADPRH	-0.119923502
OR13A1	-0.31571918
NLRP8	0.225489926
LOC100292680	0.138236223
IGF2BP1	0.20379002
NEDD4L	0.251515882
OR10Q1	0.11059518
LOC389043	0.211926324
S100A2	0.181249132
C21orf15	-0.180040202
TP63	0.428954209
KRT32	0.327369202
FAM132A	-0.21513316
FGF12	0.121272704
CYCS	-0.101077162
OR2A14	-0.099111531
EHD4	-0.161355041
NCL	-0.127484715
DBC1	0.231735009
GUCY1A2	-0.115225224
CYBB	0.112812065
KCNG2	-0.124881077
PDE1C	0.305436576
TRPC2	-0.21130682
NR5A2	0.280658437
EPB41L2	0.176183136
MFSD10	-0.121772168
SUPT4H1	0.092133411
WARS2	-0.20410967
FAM84A	-0.115564472
CDH10	0.19148338
GPR27	0.320097353
CLEC3A	-0.133458239
HSF2BP	0.093044913
PKN3	-0.211821051
BAGE4	-0.223908152
BMP3	-0.16405006
CCL23	0.20404747
DYNC1I2	-0.081733056
MARVELD3	0.229377292
SIGLEC6	-0.222481331
NID1	0.27841077
LOC340017	-0.236651957
PODXL2	-0.242601681
PRRX2	-0.134017087
XRCC3	-0.145147941
VN1R5	0.14215378
ZFP28	-0.197093256
SLC25A17	-0.095462536
PRR15	0.184395504
ATXN2	-0.103995586
SIRPD	-0.172201195
WIBG	0.167176434
SYNPO2	0.261148309
NXNL1	0.210449408
MAGEA8	0.283713872
ZPLD1	-0.223348009
IL22	-0.138893565
LIN7A	-0.218540563
CHAC1	0.17888584
PCDH7	0.220417005
BET3L	0.176329861
NONO	-0.092489361
LENG1	-0.127668539
TMPRSS9	0.194300235
C12orf51	-0.204957495
RSU1	-0.089530691
HPS1	-0.126139635
MICAL1	-0.094983953
LHX5	0.133083503
ZMYND11	0.206357144
C22orf39	-0.176181071
LIMK2	-0.143113111
ASCL4	0.118774409
KLHL31	-0.131055439
LGALS12	-0.23335053
GTF3C4	-0.106924359
ATP6V1D	-0.102614921
NBPF10	0.143961778
TAF1A	-0.210656868
RNF166	-0.242563307
SLC1A4	0.205405927
RHOXF2	0.236607881
LOC648149	-0.077877163
EIF1	-0.123319609
F2RL2	0.144117366
TSPAN12	0.133716018
C14orf132	0.225576972
LOC285419	-0.133749848
FRRS1	-0.191625131
PRDM14	0.160716365
ZFC3H1	-0.183316019
VAPA	0.119409484
LOC146880	-0.257607163
PDRG1	-0.098736401
KIAA1239	0.134400501
GOLGA7B	0.193216584
LOC100130169	-0.134273932
CASC3	0.085132299
CORT	0.227598563
ARHGAP20	0.188382547
LHX6	0.10895838
KCTD19	0.314173944
IL12B	-0.154887431
LOC100128822	-0.165344368
FLJ31356	0.301154187
CCDC81	0.328978877
ANKRD44	-0.199368601
LPPR4	-0.326614351
ZBTB1	-0.238551624
TTC16	0.220080201
DNM1	0.201648187
KRTAP10-8	0.180017779
PAPOLB	0.244402394
JAK3	-0.271970407
MPP5	-0.160296843
EFCAB5	-0.23893983
CLIC5	0.097479207
TRIM17	0.295066902
SLC26A7	0.257205684
CYB5R2	-0.262283681
OR8B8	0.172120127
WDR69	0.389400569
CHIA	-0.232611723
CACNG2	0.230219802
MPHOSPH6	-0.136192974
SERPINI1	-0.319510511
OR14I1	0.317596653
RHBDL2	-0.144637735
SLC37A1	0.153651859
PSPH	0.256167654
FAF1	0.081425396
PXMP2	-0.129696188
KDM3B	-0.161564091
BCCIP	-0.147014969
MED15	-0.144757493
KLK14	0.289709429
GPR150	0.289588411
LOC1720	0.155954151
PDLIM3	0.164319968
ITPR2	-0.205484027
HNF4G	0.169329548
C7orf26	-0.120470839
SP5	0.170116926
HCFC1R1	0.10018933
SIGLEC11	-0.229519862
DTNA	0.167041976
IGFBP3	0.196242078
ATP5D	0.099156493
DARS	-0.094007302
GPR126	0.186886445
LMO3	0.174170095
LOC728671	0.224523583
TSSK4	0.211443297
KRT86	0.244447775
FAM65C	0.169512755
DPM2	0.11876422
FOXO3	-0.104404995
KCNQ3	0.193223384
DCUN1D5	-0.091587717
IGFALS	0.279816301
TUBG2	-0.142604839
SPANXN5	0.267942081
TNFRSF4	-0.224897748
POU5F1	0.318561735
CCDC125	-0.158587239
U2AF2	-0.098827614
EFTUD2	-0.080957093
GPR108	-0.123128749
GPLD1	-0.154824263
KCNJ9	0.304534655
LRGUK	0.252710041
SNRNP27	0.166037689
C1orf133	0.239197799
RPLP1	-0.109994423
LRRC8E	0.225841843
C8orf47	-0.291487397
TRIM24	0.144529802
NPY	0.212543044
FAM180B	0.246494768
CDCA7L	-0.118952933
FAP	0.199366538
C11orf40	0.154254763
NRARP	0.244490114
HSP90AA2	-0.162529918
MYL2	-0.148535945
LOC338739	0.260685522
ZNF749	-0.166460915
SNHG11	-0.099406312
C2orf80	0.183097183
TACC2	-0.245703774
ZNF680	0.209767131
LOC100129518	-0.169036273
LOC338653	0.138389223
MRPL30	-0.103242561
FAM178B	0.15354399
SPRYD3	-0.132835955
LOC728723	-0.324126389
TALDO1	-0.084961865
HEPN1	-0.186156887
FLI1	-0.095268657
CRISP1	0.263890315
PCP4L1	-0.198948423
KRT4	0.201363047
PRDX3	-0.134922204
RNF145	-0.155454363
LOC286121	0.262402032
RIOK3	0.105903088
KRT9	0.177798398
MGC12916	0.300077603
TMEM207	-0.147368511
FLJ45950	0.199593428
UGT2A1	0.101027532
ORM2	0.216331011
MREG	0.214452113
CPD	-0.183171218
MYOM1	-0.217864794
ZRANB3	0.240657682
GKN1	0.235688619
SMS	0.115949166
FBXW12	0.242883327
FAM3A	0.153021156
LOC145474	0.198100679
TANK	-0.146318617
PARVA	-0.189922165
PWRN2	0.213583071
TBX22	0.082415638
ZNF727	-0.170543222
DEDD2	-0.10328722
EML3	-0.157814372
KIF1A	-0.169274855
SLC22A15	-0.129022013
NRIP2	-0.195446136
WDR62	0.115386009
LSS	0.167799588
ZNRF1	-0.267817693
ZNF423	0.195807749
PSG8	0.17368971
PUS7	-0.151766876
TET3	0.215329975
LOC283501	0.229825091
NAT1	-0.118466274
DEK	-0.158539101
G2E3	-0.190503382
ZIK1	0.149411409
LMBRD2	-0.228814416
TMEM47	0.127063305
MSI2	-0.13544709
VPS26A	-0.094225295
LOC440993	-0.247581585
OMA1	-0.126205329
CHD4	-0.134106998
MMACHC	0.173336368
PYY	0.103921671
CASKIN1	0.21011033
LOC100134365	-0.281557952
LAS1L	-0.059054576
F8	-0.179919093
TMCC2	0.313940659
PMS1	0.179449376
DBNDD1	0.226649627
WDR77	-0.077730031
CLCF1	-0.159028123
THUMPD1	-0.195060315
KIAA1614	0.196924712
CPLX1	-0.143818631
CHD3	-0.198961515
GPRC5C	-0.169825434
TMEM39B	-0.136553625
GFRA3	0.176065315
RAPGEF3	-0.197191332
TESK2	-0.195013347
FAHD1	0.084166873
LOC648691	0.306892797
FKBP10	0.199402548
CFDP1	-0.097407048
GJA3	0.19504398
OR13C8	0.110916163
CYP46A1	0.188040566
UBA1	-0.114278942
TMEM213	0.203722276
PNKP	0.105116608
ZMYM6	-0.185788067
GAS7	-0.261981239
FAM168B	-0.18059517
LOC283922	-0.2420662
CASP2	-0.164609278
RDH12	-0.236447064
TRPM8	0.281296932
DDX59	-0.138339791
CEBPZ	-0.14729831
LOC147004	0.200811676
LRIG3	0.254416555
CDC37L1	-0.156223172
NPPB	-0.23349543
NIF3L1	-0.08308747
LOC100128401	0.192677001
POLQ	0.26133405
ZNF438	-0.08187288
SPRR2C	0.265347935
UBXN6	0.129429098
USP6	0.123065122
OR5AP2	0.058609285
MED8	-0.082636885
BAP1	-0.175700781
ETFA	-0.090654155
PLEKHG1	0.142993444
GTF2H4	-0.142467368
LOC541467	0.127354224
ZMAT1	-0.24312451
SLURP1	0.218776484
VAMP3	-0.122865001
RPL31	-0.100267042
LPIN1	-0.118588141
RPL4	-0.098269662
NOS3	0.142169841
LOC391636	-0.140931009
CREB3	0.114778034
GOLGA6L6	-0.228648236
GOLGA6L1	-0.268385297
GPX5	0.224629422
WNT8A	-0.147236035
COMMD9	0.135128823
MBD3	0.104621718
ABP1	0.216853234
AKIRIN2	-0.115722882
EHMT1	-0.112225568
TMSB10	0.104276555
SGOL1	0.253229307
STBD1	-0.200923137
STARD5	-0.150157597
B3GNT7	-0.160921227
CHST7	0.172566901
ZNF536	0.158247851
PKD2L2	-0.094853413
LOC285370	0.262076745
B3GALNT2	0.187895785
DSEL	0.271276662
ANKRD10	-0.127493642
POLE3	-0.087933455
LOC648771	-0.099607959
UNC13C	-0.119984786
KIR3DX1	-0.205728622
RTP3	-0.102855707
BSG	-0.174823042
C11orf70	0.266834153
ANP32A	-0.120492991
AGTR1	0.153589899
TRIM69	0.203897593
ZNF599	0.223684915
ARPC5L	-0.087961839
ZFP92	-0.233149906
DNAJB8	0.261128692
VAV1	-0.087867798
SLC6A2	-0.169146743
GALNTL1	0.217586894
LOC100128737	0.103768131
LOC100128371	-0.10676372
LAMA1	-0.345805858
GOLGA6L9	-0.20848655
LOC402779	0.194029699
OR5M11	-0.146584446
SNX16	-0.196056288
CETP	0.150619947
LOC440600	0.249180113
C3orf51	0.15539408
RYK	-0.129634716
LYPD3	0.214513473
SPTLC1	-0.113565789
EZH2	0.163379291
WBSCR27	0.227442345
LOC440297	-0.138057863
C4orf43	-0.135770749
GEN1	-0.217793634
FAM83B	0.122051081
HSPE1	0.096872741
GHRH	0.271960071
PVRL2	-0.124297085
CXorf61	0.266052093
IRAK2	-0.296003449
C15orf24	-0.079418
FXYD2	0.314883423
PM20D2	-0.201132561
C20orf173	0.159340724
SULT1A4	-0.096800699
ENO2	-0.251936901
LOC729176	0.246695456
SMPDL3B	0.21780409
MYL3	0.105783889
GBAS	-0.120576991
OR7A5	-0.241154328
CCDC15	-0.227476597
RPPH1	0.242930788
CCDC138	-0.196993864
LCE2C	0.148561339
MCM8	-0.160647247
NDUFA11	0.079409672
FTSJ3	-0.110456426
GGT8P	-0.241046791
STK17A	-0.212422647
WNT10B	0.262774585
RNF39	0.166214581
MYO1C	-0.148154144
ZNF770	0.257624551
1-Dec	0.14651841
C2orf71	-0.251730301
LOC401497	0.129354706
WISP2	0.280964859
C7orf64	0.197952925
CLOCK	-0.162509595
CSF3	0.24704578
ZNF354A	-0.168675091
SNRK	-0.160463142
CEPT1	-0.125023772
LOC100129520	0.198749487
SSH2	-0.132160711
C17orf39	0.123826649
ZCCHC23	0.175056005
MLX	0.083177415
LOC100129104	0.128050181
OGFOD2	-0.074865155
SERPINB8	0.188052894
PRAF2	0.131333362
MAFG	0.117824498
PCDHA1	0.16247831
SGMS2	-0.150887506
PTPRCAP	-0.287683906
GNA13	0.105384143
SKA2	0.171175997
LOC147670	-0.260633764
CPSF6	0.135177253
LOC100130930	0.307497458
LOC100129269	0.151992709
OR6B1	0.215161474
ZFP2	0.209200883
CLDN17	0.261157818
OR1L8	0.202376302
FAM125A	0.122488629
FBXO7	-0.06923862
LOC400684	0.187385366
ANKRD32	-0.191960773
RGAG1	0.164018014
MYF5	0.131458607
CKS1B	0.114120752
WDR12	-0.084758014
CLSTN2	0.123856433
EMB	0.277608948
MYO1G	-0.143787056
FAM157A	0.1852025
ZNF502	0.169187364
FAM113A	-0.182944722
VDAC3	0.079203906
TRIM5	-0.165609908
KCNN2	0.178275048
HRC	0.187452149
PYCARD	-0.095446249
NOL12	-0.099229866
NUCB2	-0.130866017
RPL19P12	-0.100746444
RTN3	-0.153564997
PAX9	-0.245415328
FAM25C	0.212254115
HTR1B	0.264127603
SH3GLB1	-0.11502265
NDFIP1	-0.085831038
NDST2	0.101344
DNAH8	0.114411223
CHM	-0.135944426
C1orf212	-0.136388097
LOC146795	0.192189013
LOC644794	0.214416115
CCDC73	0.266240759
UNC13B	0.176974684
ZNF418	0.178310798
DPP10	0.288675308
LRP2	0.164885476
TUT1	-0.177861329
CLDN5	0.127306121
EFCAB4A	0.111477418
NAB1	-0.126623334
PQLC2	0.097038274
LOC100129324	0.217249698
RILPL1	-0.158251135
CCDC152	0.193471006
IL13	-0.248964141
ZBTB3	-0.134027075
PTPRJ	-0.145527646
PIK3CG	-0.130722126
FAM92A1	-0.183156078
SORCS3	0.163242512
C2	-0.146753968
ACSF3	0.094274735
FLJ26332	-0.229686023
ERN1	0.237334093
SFMBT2	-0.216597611
MAF1	-0.157731114
HSF1	0.113169544
RAPGEF1	-0.174825251
EEF1E1	0.097479682
ATOH1	0.117450872
DOK2	-0.136941025
LOC100130298	-0.218166402
TFAP2E	-0.168483557
APOA1	0.199705885
ENTPD8	0.375727368
TRMT61A	-0.136666099
SYAP1	-0.084196847
TRHR	-0.212073651
PSMB1	-0.087227734
ZNF197	-0.230542195
TAS2R3	0.18090052
KU-MEL-3	0.150169404
RACGAP1P	0.181688664
ZNF295	-0.147689768
PAFAH1B2	-0.145704344
LOC200830	0.141491412
USP37	-0.171306624
PTCHD1	0.207909257
RTCD1	-0.111485315
COL21A1	0.219139008
RB1CC1	-0.147708501
PSMC6	-0.097971098
ANKRD36B	-0.186600186
C9orf102	-0.224100412
TCL1B	-0.209373156
PQLC1	-0.064988595
WHSC1	-0.146574102
DPY19L2P3	0.288055614
PCDHB10	-0.131975906
FES	-0.119701552
TRRAP	-0.150350347
AQP10	0.315488068
C8orf40	-0.093314989
TRPC3	-0.289701768
KRTAP4-7	0.246379637
SOD1	-0.085568959
ZNF20	-0.148573286
PGAP3	-0.094597186
SKIV2L	-0.149143809
OR4L1	0.244548835
MMP2	0.228159816
C20orf4	-0.084594434
ISL1	0.262229072
ASCL2	-0.162221528
ADAM21	-0.13169801
GDF11	0.298019408
ZNF695	-0.17362127
UBQLN2	-0.10403456
C2orf28	-0.098510635
LOC254099	0.072429868
LOC100129917	0.327317477
CYGB	0.19444472
EIF2C2	0.128499115
CYSLTR1	-0.16522768
TCF23	0.290198327
KLHL11	-0.218362619
DGKZ	-0.112187077
C12orf54	0.186928699
RPS6KA6	0.210442088
DEFB133	0.100952115
ELAVL2	0.191531158
SIL1	0.114352898
XPO6	-0.150207145
PCDHB16	0.214463714
ELP3	-0.098638061
SDR9C7	0.135040295
DBNDD2	-0.10129666
RTP2	0.220598265
PKN2	-0.226715197
FOXF2	0.189058103
NCAM1	-0.235363978
WIPI2	0.110008366
IQCD	-0.300979355
LOC100127910	0.183618855
